holder_id,household_id,parcel_id,field_id,crop_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s4q01a,s4q01b,sccq01,sccq02a,sccq02b,sccq03,sccq04,sccq05
01010108880091000701,010101088800910007,1,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,7,1,1. crop production only,áˆ›áˆ½áˆ‹,6. SORGHUM,1. YES,28,2,2.51,2.47,00074
01010108880091000701,010101088800910007,1,3,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,7,1,1. crop production only,á‰ á‰†áˆŽ,2. MAIZE,2. NO,,,,,
01010108880091001701,010101088800910017,1,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,17,1,3. Both livestock and crop production,áˆ›áˆ½áˆ‹,6. SORGHUM,2. NO,,,,,
01010108880091001701,010101088800910017,1,3,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,17,1,3. Both livestock and crop production,á‰ áˆ­á‰ áˆ¬,38. RED PEPPER,,,,,,
01010108880091001701,010101088800910017,2,1,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,17,1,3. Both livestock and crop production,áˆ›áˆ½áˆ‹,6. SORGHUM,1. YES,6,3,2.53,2.49,00069
01010108880091003801,010101088800910038,1,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,2. NO,,,,,
01010108880091003801,010101088800910038,2,1,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,áˆ›áˆ½áˆ‹,6. SORGHUM,2. NO,,,,,
01010108880091003801,010101088800910038,2,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,á‰ á‰€áˆŽ,2. MAIZE,1. YES,23,2,2.85,2.8,00061
01010108880091003801,010101088800910038,3,1,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,1. YES,11,2,1.01,0.78,
01010108880091003801,010101088800910038,3,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,áˆ°áˆŠáŒ¥,27. SESAME,1. YES,25,2,0.82,0.713,
01010108880091003801,010101088800910038,4,1,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,áˆ›áŠ•áŒŽ,46. MANGOS,,,,,,
01010108880091003801,010101088800910038,4,1,2,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,áˆ°áˆŠáŒ¥,27. SESAME,2. NO,,,,,
01010108880091003801,010101088800910038,4,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,á“á“á‹«,48. PAPAYA,,,,,,
01010108880091003801,010101088800910038,4,2,2,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,á‰¡áŠ“,72. COFFEE,,,,,,
01010108880091003801,010101088800910038,4,3,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,á‰ áˆ­á‰ áˆ¬,38. RED PEPPER,,,,,,
01010108880091005401,010101088800910054,2,1,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,54,1,3. Both livestock and crop production,áˆ›áˆ½áˆ‹,6. SORGHUM,1. YES,1,3,4.25,4.2,00051
01010108880091005401,010101088800910054,2,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,54,1,3. Both livestock and crop production,áˆ°áˆŠáŒ¥,27. SESAME,1. YES,15,2,1.12,1.07,
01010108880091006201,010101088800910062,1,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,1. YES,13,2,2.81,2.76,
01010108880091006201,010101088800910062,1,3,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,áˆ›áˆ½áˆ‹,6. SORGHUM,2. NO,,,,,
01010108880091006201,010101088800910062,1,4,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,á‰ áˆ­á‰ áˆ¬,38. RED PEPPER,,,,,,
01010108880091006201,010101088800910062,1,5,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,áˆ›áˆ½áˆ‹,6. SORGHUM,1. YES,3,3,4.05,3.75,00067
01010108880091006201,010101088800910062,1,6,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,2. NO,,,,,
01010108880091006201,010101088800910062,2,1,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,áˆ°áˆŠáŒ¥,27. SESAME,1. YES,18,2,1.02,0.978,
01010108880091006201,010101088800910062,2,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,áˆ›áˆ½áˆ‹,6. SORGHUM,2. NO,,,,,
01010108880091006201,010101088800910062,3,1,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,áˆ°áˆŠáŒ¥,27. SESAME,2. NO,,,,,
01010108880091006201,010101088800910062,4,1,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,áˆ°áˆŠáŒ¥,27. SESAME,1. YES,15,2,1.25,1.21,
01010108880091007001,010101088800910070,1,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,70,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,1. YES,18,2,3.1,2.95,
01010108880091007001,010101088800910070,1,3,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,70,1,3. Both livestock and crop production,áˆ›áˆ½áˆ‹,6. SORGHUM,2. NO,,,,,
01010108880091007001,010101088800910070,1,4,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,70,1,3. Both livestock and crop production,á‰ áˆ­á‰ áˆ¬,38. RED PEPPER,,,,,,
01010108880091007001,010101088800910070,1,6,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,70,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,2. NO,,,,,
01010108880091007001,010101088800910070,2,1,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,70,1,3. Both livestock and crop production,áˆ°áˆŠáŒ¥,27. SESAME,2. NO,,,,,
01010108880091008201,010101088800910082,1,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,82,1,3. Both livestock and crop production,á‰ áˆ­á‰ áˆ¬,38. RED PEPPER,,,,,,
01010108880091008201,010101088800910082,2,1,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,82,1,3. Both livestock and crop production,áˆ›áˆ½áˆ‹,6. SORGHUM,2. NO,,,,,
01010108880091008201,010101088800910082,3,1,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,82,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,2. NO,,,,,
01010108880091008201,010101088800910082,3,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,82,1,3. Both livestock and crop production,áˆµáˆŠáŒ¥,27. SESAME,1. YES,18,2,1.14,1.11,
01010108880091009301,010101088800910093,1,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,93,1,3. Both livestock and crop production,áˆ›áˆ½áˆ‹,6. SORGHUM,2. NO,,,,,
01010108880091009301,010101088800910093,1,3,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,93,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,2. NO,,,,,
01010108880091009301,010101088800910093,1,4,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,93,1,3. Both livestock and crop production,á‰ áˆ­á‰ áˆ¬,38. RED PEPPER,,,,,,
01010108880091009301,010101088800910093,1,5,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,93,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,2. NO,,,,,
01010208880101003501,010102088801010035,1,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,35,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,1. YES,12,2,0.56,0.5,00213
01010208880101004801,010102088801010048,1,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,48,1,1. crop production only,á‰ á‰†áˆŽ,2. MAIZE,2. NO,,,,,
01010208880101006801,010102088801010068,1,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,1. YES,7,2,5.835,4.74,00209
01010208880101006801,010102088801010068,1,3,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,1. YES,8,3,1.2,1,
01010208880101006801,010102088801010068,1,4,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,áˆŽáˆšáŠ•,44. LEMONS,,,,,,
01010208880101006801,010102088801010068,2,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,áŒ¤á,7. TEFF,1. YES,23,2,0.71,0.69,
01010208880101006801,010102088801010068,3,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,áŒ¤á,7. TEFF,1. YES,8,3,0.87,0.87,
01010208880101006801,010102088801010068,4,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,1. YES,12,3,1.67,1.5,
01010208880101006801,010102088801010068,5,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,áŠ‘áŒ,25. NUEG,1. YES,12,3,0.77,0.75,
01010208880101006801,010102088801010068,6,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,á‰°áˆá‰£,23. LINESEED,1. YES,23,2,0.43,0.42,
01010208880101006801,010102088801010068,7,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,2. NO,,,,,
01010208880101006801,010102088801010068,7,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,á‹˜á‹­á‰±áˆ…áŠ•,65. GUAVA,,,,,,
01010208880101006801,010102088801010068,7,3,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,áˆŽáˆšáŠ•,44. LEMONS,,,,,,
01010208880101009001,010102088801010090,1,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,90,1,1. crop production only,á‰ á‰†áˆŽ,2. MAIZE,2. NO,,,,,
